0	0
0	25
0.693147	16
1.09861	1
1.38629	1
1.60944	0
1.79176	2
1.94591	2
2.07944	1
2.19722	2
2.30259	5
2.3979	5
2.48491	3
2.56495	1
2.63906	0
2.70805	1
2.77259	0
2.83321	0
2.89037	1
2.94444	0
2.99573	0
3.04452	0
3.09104	0
3.13549	0
3.17805	3
3.21888	0
3.2581	0
3.29584	0
3.3322	0
3.3673	0
3.4012	1
3.43399	1
3.46574	0
3.49651	3
3.52636	0
3.55535	0
3.58352	0
3.61092	0
3.63759	0
3.66356	0
3.68888	0
3.71357	0
3.73767	0
3.7612	0
3.78419	0
3.80666	0
3.82864	0
3.85015	0
3.8712	0
3.89182	0
3.91202	0
3.93183	0
3.95124	0
3.97029	0
3.98898	0
4.00733	0
4.02535	0
4.04305	0
4.06044	0
4.07754	0
4.09434	0
4.11087	0
4.12713	0
4.14313	0
4.15888	0
4.17439	0
4.18965	0
4.20469	0
4.21951	0
4.23411	0
4.2485	0
4.26268	0
4.27667	0
4.29046	0
4.30407	0
4.31749	0
4.33073	0
4.34381	0
4.35671	0
4.36945	0
4.38203	0
4.39445	0
4.40672	0
4.41884	0
4.43082	0
4.44265	0
4.45435	0
4.46591	0
4.47734	0
4.48864	0
4.49981	0
4.51086	1
4.52179	0
4.5326	0
4.54329	0
4.55388	0
4.56435	0
4.57471	0
4.58497	0
4.59512	0
4.60517	0
4.61512	0
4.62497	0
4.63473	0
4.64439	0
4.65396	0
4.66344	0
4.67283	0
4.68213	0
4.69135	0
4.70048	0
4.70953	0
4.7185	0
4.72739	0
4.7362	0
4.74493	0
4.75359	0
4.76217	0
4.77068	0
4.77912	0
4.78749	0
4.79579	0
4.80402	0
4.81218	0
4.82028	0
4.82831	0
4.83628	0
4.84419	0
4.85203	0
4.85981	0
4.86753	0
4.8752	0
4.8828	1
4.89035	0
4.89784	0
4.90527	0
4.91265	0
4.91998	0
4.92725	1
4.93447	0
4.94164	0
4.94876	0
4.95583	0
4.96284	0
4.96981	0
4.97673	0
4.98361	0
4.99043	0
4.99721	0
5.00395	0
5.01064	0
5.01728	0
5.02388	0
5.03044	0
5.03695	0
5.04343	0
5.04986	0
5.05625	0
5.0626	0
5.0689	0
5.07517	0
5.0814	0
5.0876	0
5.09375	0
5.09987	0
5.10595	0
5.11199	0
5.11799	0
5.12396	0
5.1299	0
5.1358	0
5.14166	0
5.14749	0
5.15329	0
5.15906	0
5.16479	0
5.17048	0
5.17615	0
5.18178	0
5.18739	0
5.19296	0
5.1985	0
5.20401	0
5.20949	0
5.21494	0
5.22036	0
5.22575	0
5.23111	0
5.23644	0
5.24175	0
5.24702	0
5.25227	0
5.2575	0
5.26269	0
5.26786	0
5.273	0
5.27811	0
5.2832	0
5.28827	0
5.2933	0
5.29832	0
5.3033	0
5.30827	0
5.31321	0
5.31812	0
5.32301	0
5.32788	0
5.33272	0
5.33754	0
5.34233	0
5.34711	0
5.35186	0
5.35659	0
5.36129	0
5.36598	0
5.37064	0
5.37528	0
5.3799	0
5.3845	0
5.38907	0
5.39363	0
5.39816	0
5.40268	0
5.40717	1
5.41165	0
5.4161	0
5.42053	0
5.42495	0
5.42935	0
5.43372	0
5.43808	0
5.44242	0
5.44674	0
5.45104	0
5.45532	0
5.45959	0
5.46383	0
5.46806	0
5.47227	0
5.47646	0
5.48064	0
5.4848	0
5.48894	0
5.49306	0
5.49717	0
5.50126	0
5.50533	0
5.50939	0
5.51343	0
5.51745	0
5.52146	0
5.52545	0
5.52943	0
5.53339	0
5.53733	0
5.54126	0
5.54518	0
5.54908	0
5.55296	0
5.55683	0
5.56068	0
5.56452	0
5.56834	0
5.57215	0
5.57595	0
5.57973	0
5.5835	0
5.58725	0
5.59099	0
5.59471	0
5.59842	0
5.60212	0
5.6058	0
5.60947	0
5.61313	0
5.61677	0
5.6204	0
5.62402	0
5.62762	0
5.63121	0
5.63479	0
5.63835	0
5.64191	0
5.64545	0
5.64897	0
5.65249	0
5.65599	0
5.65948	0
5.66296	0
5.66643	0
5.66988	0
5.67332	0
5.67675	0
5.68017	0
5.68358	0
5.68698	0
5.69036	0
5.69373	0
5.69709	0
5.70044	0
5.70378	0
5.70711	0
5.71043	0
5.71373	0
5.71703	0
5.72031	0
5.72359	0
5.72685	0
5.7301	0
5.73334	0
5.73657	0
5.73979	0
5.743	0
5.7462	0
5.74939	0
5.75257	0
5.75574	0
5.7589	0
5.76205	0
5.76519	0
5.76832	0
5.77144	0
5.77455	0
5.77765	0
5.78074	0
5.78383	0
5.7869	0
5.78996	0
5.79301	0
5.79606	0
5.79909	0
5.80212	0
5.80513	0
5.80814	0
5.81114	0
5.81413	0
5.81711	0
5.82008	0
5.82305	0
5.826	0
5.82895	0
5.83188	0
5.83481	0
5.83773	0
5.84064	0
5.84354	0
5.84644	0
5.84932	0
5.8522	0
5.85507	0
5.85793	0
5.86079	0
5.86363	0
5.86647	0
5.8693	0
5.87212	0
5.87493	0
5.87774	0
5.88053	0
5.88332	0
5.8861	0
5.88888	0
5.89164	0
5.8944	0
5.89715	0
5.8999	0
5.90263	0
5.90536	0
5.90808	0
5.9108	0
5.9135	0
5.9162	0
5.91889	0
5.92158	0
5.92426	0
5.92693	0
5.92959	0
5.93225	0
5.93489	0
5.93754	0
5.94017	0
5.9428	0
5.94542	0
5.94803	0
5.95064	0
5.95324	0
5.95584	0
5.95842	0
5.96101	0
5.96358	1
5.96615	0
5.96871	1
5.97126	0
5.97381	0
5.97635	0
5.97889	0
5.98141	0
5.98394	0
5.98645	0
5.98896	0
5.99146	0
5.99396	0
5.99645	0
5.99894	0
6.00141	0
6.00389	0
6.00635	0
6.00881	0
6.01127	0
6.01372	0
6.01616	0
6.01859	0
6.02102	0
6.02345	0
6.02587	0
6.02828	0
6.03069	0
6.03309	0
6.03548	0
6.03787	0
6.04025	0
